date,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31
2026-01-15,-0.6032125,-0.046974227,-0.0067004133,0.039845057,-0.18530302,0.122791976,0.31535375,-0.060701758,-0.85325944,0.47990125,0.21699694,-0.44137946,-0.34554774,0.49649742,0.25003254,0.054218546,0.22315195,-0.28242972,-0.19155805,-0.17677027,-0.23318256,-0.29257673,0.04361715,-0.5409632,0.14926702,0.35395107,-0.031101283,0.12617885,-0.10173342,-0.113908574,0.16660322,0.6348849
2026-01-16,-0.60571647,-0.056005538,-0.00050857663,0.036225922,-0.1813651,0.11282532,0.31652743,-0.05398096,-0.8524309,0.48612654,0.20731264,-0.4382441,-0.355325,0.49136406,0.23876967,0.054650016,0.22384192,-0.28312638,-0.19185646,-0.17867978,-0.23632006,-0.30396566,0.043032475,-0.54260737,0.14099419,0.35673946,-0.040015254,0.122870356,-0.095866814,-0.10544755,0.17749217,0.63975734
2026-01-19,-0.6054908,-0.05910866,0.00021252222,0.034853864,-0.17929086,0.11028148,0.31694627,-0.051835783,-0.8484366,0.4843616,0.20412558,-0.43626052,-0.35871375,0.48664844,0.23667966,0.053493574,0.22242379,-0.28170282,-0.19301061,-0.17919563,-0.23596404,-0.3053826,0.042503804,-0.54236543,0.13884059,0.356098,-0.043811295,0.12199792,-0.09266324,-0.102612585,0.18008922,0.6421355
2026-01-20,-0.6122171,-0.064868495,-0.004260663,0.028896488,-0.18172555,0.10591048,0.3142319,-0.05286452,-0.8595311,0.4853226,0.20241532,-0.43418574,-0.35896614,0.48687312,0.24260597,0.049377687,0.22912861,-0.29199472,-0.18675338,-0.1678829,-0.2327314,-0.3053523,0.04295051,-0.5426054,0.13754371,0.3589083,-0.03528459,0.12269208,-0.09751581,-0.10338639,0.17583622,0.6408606
2026-01-21,-0.6103539,-0.063014865,-0.0038706344,0.028899364,-0.1808486,0.10609604,0.3147642,-0.051553257,-0.8589728,0.48589164,0.20419669,-0.4357729,-0.36046398,0.48592943,0.2406428,0.05234291,0.22660261,-0.28926077,-0.1870776,-0.17065604,-0.23360845,-0.30762354,0.0432956,-0.5436225,0.13607442,0.35684016,-0.0388663,0.121097,-0.095347404,-0.10554035,0.17688419,0.6400715
2026-01-22,-0.6132531,-0.059540413,-0.005736932,0.028807735,-0.18606785,0.11009079,0.3143299,-0.054840885,-0.86264086,0.4838851,0.20462662,-0.43561316,-0.3554669,0.4885935,0.24468969,0.049341798,0.22884114,-0.29390782,-0.18630393,-0.16647099,-0.23337989,-0.30374756,0.04397013,-0.5412453,0.13988745,0.35865566,-0.03180733,0.123729065,-0.09996556,-0.10765058,0.17307922,0.6389063
2026-01-23,-0.6084495,-0.055561677,-0.004134793,0.034103323,-0.18419896,0.113207534,0.3156045,-0.054941267,-0.8539426,0.4817639,0.20690504,-0.43794122,-0.3543224,0.4882564,0.24299009,0.052126903,0.22503445,-0.28630996,-0.19073091,-0.17412315,-0.23435985,-0.30135307,0.043920558,-0.54080445,0.14198333,0.3573446,-0.035858754,0.12467344,-0.097376704,-0.1075808,0.17470847,0.6397788
2026-01-26,-0.6061537,-0.052290156,-0.0044482686,0.037348006,-0.18536164,0.116163455,0.31524578,-0.056515567,-0.8544559,0.48342818,0.21006379,-0.43923295,-0.34932888,0.49332032,0.24422665,0.05407956,0.22628717,-0.2853794,-0.18925653,-0.1759148,-0.23489211,-0.29873034,0.04387302,-0.5407763,0.1431278,0.358149,-0.03295092,0.12568073,-0.100567326,-0.1095038,0.17283244,0.637965
2026-01-27,-0.6148493,-0.054992735,-0.012020046,0.032655902,-0.19040215,0.11500643,0.3123452,-0.05950971,-0.86850774,0.48265278,0.21038067,-0.4381702,-0.34951547,0.49472207,0.25423965,0.04860658,0.23171042,-0.29726493,-0.18350221,-0.16328916,-0.2307452,-0.29616418,0.04424475,-0.54328424,0.14544061,0.359985,-0.02312057,0.12714164,-0.10775593,-0.112880945,0.16574436,0.63796604
2026-01-28,-0.6111181,-0.055383213,-0.0068402346,0.034184217,-0.18916106,0.114184886,0.31357262,-0.056457408,-0.8616927,0.48367506,0.20818824,-0.4368673,-0.34966198,0.49390692,0.24826534,0.051759183,0.22988692,-0.29234496,-0.18749689,-0.16927963,-0.23240338,-0.29726043,0.043001257,-0.5413278,0.14489907,0.36093545,-0.027321782,0.126592,-0.1044351,-0.11085029,0.17128955,0.6385184
2026-01-29,-0.6172556,-0.06648354,-0.005963344,0.023222072,-0.18770583,0.10325484,0.31260988,-0.051334895,-0.86842644,0.48487252,0.20072818,-0.43245852,-0.3599704,0.48660734,0.24506365,0.04819597,0.23233742,-0.30006146,-0.18371712,-0.15989456,-0.23124045,-0.3058743,0.04335776,-0.54140997,0.13749892,0.36160767,-0.030120242,0.123801604,-0.10027674,-0.1057937,0.17494158,0.64006484
2026-01-30,-0.61565816,-0.06938867,-0.0041836593,0.02258367,-0.18494333,0.099140644,0.31355357,-0.048489623,-0.86260355,0.48494542,0.19599369,-0.431532,-0.36351383,0.480178,0.23988576,0.04941941,0.23118286,-0.296946,-0.18399282,-0.16232878,-0.23270205,-0.30954581,0.043672077,-0.53997356,0.1325889,0.36139148,-0.03493197,0.12239331,-0.095969796,-0.10272085,0.17994276,0.64173234
2026-02-02,-0.62319374,-0.07068885,-0.014110558,0.01835519,-0.1906305,0.099426076,0.3085083,-0.05366215,-0.8777785,0.48329514,0.20140171,-0.4333353,-0.35874796,0.48313382,0.25216004,0.0453327,0.23795842,-0.30735317,-0.1755565,-0.15043035,-0.22837746,-0.30562693,0.045275692,-0.5423837,0.13457814,0.36395335,-0.022015568,0.12532006,-0.107070684,-0.107674405,0.17016986,0.6397256
2026-02-03,-0.6204038,-0.069212295,-0.006056022,0.022345034,-0.18875328,0.100870125,0.3119418,-0.050255924,-0.87145054,0.4879238,0.19743833,-0.43115196,-0.3627669,0.4862813,0.24329643,0.0472268,0.23343424,-0.30253434,-0.18324815,-0.15890492,-0.23165955,-0.3090441,0.042785354,-0.54345006,0.13605407,0.3642144,-0.030711595,0.12333134,-0.10176776,-0.10367113,0.17784666,0.64312166
2026-02-04,-0.6234819,-0.07553932,-0.006207008,0.015452181,-0.1879977,0.093159616,0.31167096,-0.0478948,-0.87202233,0.4858287,0.1916357,-0.42984894,-0.3681948,0.47702008,0.24132515,0.044948943,0.23442751,-0.30610877,-0.18024786,-0.15292238,-0.23184924,-0.3138749,0.044852726,-0.54052716,0.12970841,0.36328486,-0.032276396,0.12204696,-0.09731306,-0.10060613,0.17992343,0.6431962
2026-02-05,-0.624356,-0.07233007,-0.008765655,0.018246919,-0.18893094,0.09753402,0.3119238,-0.05014333,-0.87374085,0.48561198,0.19474804,-0.43110698,-0.36361232,0.4805477,0.24436946,0.04417726,0.23595268,-0.3067783,-0.17948942,-0.15327117,-0.23098677,-0.3104718,0.045015443,-0.54017246,0.13259798,0.36510172,-0.0270953,0.123800784,-0.100785136,-0.10326159,0.17619054,0.64168274
